species,year,decimalLongitude,decimalLatitude
Guarea kunthiana,2003,-84.291667,9.9
Guarea kunthiana,2003,-84.291667,9.9
Guarea kunthiana,2003,-84.291667,9.9
Martinella obovata,2003,-84.291667,9.9
Pilea pubescens,2003,-84.291667,9.9
Adiantum philippense,2003,-84.291667,9.9
Adiantum philippense,2003,-84.291667,9.9
Asplenium formosum,2003,-84.291667,9.9
Smilax officinalis,2003,-84.291667,9.9
Adiantum philippense,2003,-84.291667,9.9
Asplenium formosum,2003,-84.291667,9.9
Anthurium acutifolium,2003,-84.291667,9.9
Adiantum philippense,2003,-84.291667,9.9
Asplenium formosum,2003,-84.291667,9.9
Smilax officinalis,2003,-84.291667,9.9
Smilax officinalis,2003,-84.291667,9.9
Adiantum philippense,2003,-84.291667,9.9
Pilea cadierei,2002,-84.094444,9.972222
Pilea cadierei,2002,-84.094444,9.972222
Pilea cadierei,2002,-84.094444,9.972222
Pilea cadierei,2002,-84.094444,9.972222
Rhynchospora locuples,2002,-83.944444,9.808333
Rhynchospora locuples,2002,-83.944444,9.808333
Diplazium obscurum,2002,-83.944444,9.808333
Diplazium obscurum,2002,-83.944444,9.808333
Rhynchospora locuples,2002,-83.944444,9.808333
Philodendron thalassicum,2002,-83.944444,9.808333
Diplazium atirrense,2002,-83.944444,9.808333
Philodendron thalassicum,2002,-83.944444,9.808333
Diplazium obscurum,2002,-83.944444,9.808333
Drymonia multiflora,2002,-83.944444,9.808333
Rhynchospora locuples,2002,-83.944444,9.808333
Diplazium obscurum,2002,-83.944444,9.808333
Drymonia multiflora,2002,-83.944444,9.808333
Diplazium atirrense,2002,-83.944444,9.808333
Drymonia multiflora,2002,-83.944444,9.808333
Diplazium atirrense,2002,-83.944444,9.808333
Cyathea delgadii,2002,-83.77377,9.748996
Diplazium atirrense,2002,-83.944444,9.808333
Cyathea mutica,2002,-83.944444,9.808333
Guatteria oliviformis,2002,-83.944444,9.808333
Guatteria oliviformis,2002,-83.944444,9.808333
Cyathea mutica,2002,-83.944444,9.808333
Cyathea caracasana,2002,-83.944444,9.808333
Cyathea bicrenata,2002,-83.77377,9.748996
Cyathea mutica,2002,-83.944444,9.808333
Alsophila polystichoides,2002,-83.786111,9.755556
Cyathea delgadii,2002,-83.77377,9.748996
Cyathea caracasana,2002,-83.944444,9.808333
Lophosoria quadripinnata,2002,-83.786111,9.755556
Cyathea delgadii,2002,-83.77377,9.748996
Cyathea mutica,2002,-83.944444,9.808333
Alsophila erinacea,2002,-83.77377,9.748996
Cyathea caracasana,2002,-83.944444,9.808333
Guatteria oliviformis,2002,-83.944444,9.808333
Alsophila polystichoides,2002,-83.786111,9.755556
Cyathea bicrenata,2002,-83.77377,9.748996
Cyathea delgadii,2002,-83.77377,9.748996
Lophosoria quadripinnata,2002,-83.786111,9.755556
Cyathea bicrenata,2002,-83.77377,9.748996
Lagascea mollis,2002,-84.094444,9.972222
Vernonanthura stellaris,2002,-84.094444,9.972222
Lagascea mollis,2002,-84.094444,9.972222
Vernonanthura stellaris,2002,-84.094444,9.972222
Lagascea mollis,2002,-84.094444,9.972222
Salmea scandens,2002,-84.094444,9.972222
Vernonanthura stellaris,2002,-84.094444,9.972222
Vernonanthura stellaris,2002,-84.094444,9.972222
Salmea scandens,2002,-84.094444,9.972222
Vernonanthura stellaris,2002,-84.094444,9.972222
Lagascea mollis,2002,-84.094444,9.972222
Vernonanthura stellaris,2002,-84.094444,9.972222
Tanacetum parthenium,2002,-84.094444,9.972222
Vernonanthura stellaris,2002,-84.094444,9.972222
Salmea scandens,2002,-84.094444,9.972222
Salmea scandens,2002,-84.094444,9.972222
Tanacetum parthenium,2002,-84.094444,9.972222
Salmea scandens,2002,-84.094444,9.972222
Ligustrum lucidum,2007,-84.027769,10.01832
Antidaphne viscoidea,2007,-83.991271,10.029585
Sida haenkeana,2007,-83.991271,10.029585
Ligustrum lucidum,2007,-84.027769,10.01832
Antidaphne viscoidea,2007,-83.991271,10.029585
Salmea scandens,2002,-84.094444,9.972222
Salmea scandens,2002,-84.094444,9.972222
Tanacetum parthenium,2002,-84.094444,9.972222
Ligustrum lucidum,2007,-84.027769,10.01832
Struthanthus orbicularis,2007,-84.393981,9.971897
Antidaphne viscoidea,2007,-83.991271,10.029585
Sida haenkeana,2007,-83.991271,10.029585
Tanacetum parthenium,2002,-84.094444,9.972222
Antidaphne viscoidea,2007,-83.991271,10.029585
Struthanthus orbicularis,2007,-84.393981,9.971897
Ligustrum lucidum,2007,-84.027769,10.01832
Rumex nepalensis,2007,-84.088004,9.974972
Rumex nepalensis,2007,-84.088004,9.974972
Gaiadendron punctatum,2008,-84.023769,10.048892
Gaiadendron punctatum,2008,-84.023769,10.048892
Gaiadendron punctatum,2008,-84.023769,10.048892
Gomphocarpus physocarpus,2007,-84.083333,9.971944
Gaiadendron punctatum,2008,-84.023769,10.048892
Guarea grandifolia,2003,-84.291667,9.9
Cucurbita ficifolia,2008,-84.0675,9.998056
Aristolochia grandiflora,2008,-84.0675,9.998056
Cucurbita ficifolia,2008,-84.0675,9.998056
Ruellia jussieuoides,2008,-84.0675,9.998056
Ruellia jussieuoides,2008,-84.0675,9.998056
Ruellia jussieuoides,2008,-84.0675,9.998056
Trimezia northiana,2007,-84.0675,9.998056
Trimezia northiana,2007,-84.0675,9.998056
Malvaviscus arboreus,2007,-84.458333,9.977778
Trimezia northiana,2007,-84.0675,9.998056
Arachnothryx aspera,2007,-84.458333,9.977778
Malvaviscus arboreus,2007,-84.458333,9.977778
Peltanthera floribunda,2007,-84.458333,9.977778
Pilea hyalina,2007,-84.1775,10.010944
Cantinoa mutabilis,2007,-84.0675,9.998056
Peperomia lanceolatopeltata,2007,-84.1775,10.010944
Dendroviguiera sylvatica,2007,-84.458333,9.977778
Peperomia lanceolatopeltata,2007,-84.1775,10.010944
Justicia aurea,2007,-84.458333,9.977778
Salvia lasiocephala,2007,-84.0675,9.998056
Salvia lasiocephala,2007,-84.0675,9.998056
Dendroviguiera sylvatica,2007,-84.458333,9.977778
Tagetes lucida,2007,-84.0675,9.998056
Dendroviguiera sylvatica,2007,-84.458333,9.977778
Peltanthera floribunda,2007,-84.458333,9.977778
Peperomia lanceolatopeltata,2007,-84.1775,10.010944
Cyclanthera pedata,2007,-84.0675,9.998056
Peltanthera floribunda,2007,-84.458333,9.977778
Crassocephalum crepidioides,2007,-84.458333,9.977778
Cantinoa mutabilis,2007,-84.0675,9.998056
Cantinoa mutabilis,2007,-84.0675,9.998056
Tagetes lucida,2007,-84.0675,9.998056
Peperomia lanceolatopeltata,2007,-84.1775,10.010944
Dracula inexperata,2006,-83.783333,9.755556
Platystele microtatantha,2006,-84.105556,9.851389
Convolvulus nodiflorus,2004,-84.272222,9.9
Sida hirsutissima,2007,-84.266667,9.883333
Crotalaria vitellina,2007,-84.266667,9.883333
Sida hirsutissima,2007,-84.266667,9.883333
Palicourea deflexa,2007,-84.266667,9.883333
Convolvulus nodiflorus,2004,-84.272222,9.9
Crotalaria vitellina,2007,-84.266667,9.883333
Sida hirsutissima,2007,-84.266667,9.883333
Byttneria aculeata,2007,-84.266667,9.883333
Sida hirsutissima,2007,-84.266667,9.883333
Crotalaria vitellina,2007,-84.266667,9.883333
Justicia isthmensis,2007,-84.266667,9.883333
Solanum capsicoides,2007,-84.266667,9.883333
Sida hirsutissima,2007,-84.266667,9.883333
Cyclanthera filiformis,2007,-84.266667,9.883333
Cyclanthera filiformis,2007,-84.266667,9.883333
Acalypha villosa,2007,-84.266667,9.883333
Crotalaria vitellina,2007,-84.266667,9.883333
Byttneria aculeata,2007,-84.266667,9.883333
Palicourea deflexa,2007,-84.266667,9.883333
Palicourea deflexa,2007,-84.266667,9.883333
Dioscorea convolvulacea,2007,-84.266667,9.883333
Dioscorea convolvulacea,2007,-84.266667,9.883333
Sida hirsutissima,2007,-84.266667,9.883333
Justicia isthmensis,2007,-84.266667,9.883333
Acalypha villosa,2007,-84.266667,9.883333
Acalypha villosa,2007,-84.266667,9.883333
Crotalaria vitellina,2007,-84.266667,9.883333
Cyclanthera filiformis,2007,-84.266667,9.883333
Justicia isthmensis,2007,-84.266667,9.883333
Acalypha villosa,2007,-84.266667,9.883333
Acalypha villosa,2007,-84.266667,9.883333
Byttneria aculeata,2007,-84.266667,9.883333
Acalypha villosa,2007,-84.266667,9.883333
Dichaea costaricensis,2006,-84.220231,10.01619
Jacquiniella aporophylla,2006,-83.783333,9.773611
Sobralia warszewiczii,2006,-83.843333,9.833889
Sobralia warszewiczii,2006,-83.843333,9.833889
Matricaria chamomilla,2007,-84.083333,9.971944
Cobaea scandens,2007,-84.083333,9.971944
Cyclanthera pedata,2007,-84.0675,9.998056
Phaseolus dumosus,2007,-84.0675,9.998056
Phaseolus dumosus,2007,-84.0675,9.998056
Cyclanthera pedata,2007,-84.0675,9.998056
Phaseolus dumosus,2007,-84.0675,9.998056
Cyclanthera pedata,2007,-84.0675,9.998056
Alcea rosea,2007,-84.083333,9.971944
Jasminum grandiflorum,2007,-84.083333,9.971944
Russelia equisetiformis,2007,-84.083333,9.971944
Paspalum notatum,2007,-84.083333,9.971944
Acnistus arborescens,2007,-84.083333,9.971944
Paspalum dilatatum,2007,-84.083333,9.971944
Syzygium paniculatum,2007,-84.083333,9.971944
Crotalaria micans,2007,-84.083333,9.971944
Odontonema cuspidatum,2007,-84.083333,9.971944
Malvaviscus penduliflorus,2007,-84.083333,9.971944
Ficus benjamina,2007,-84.083333,9.971944
Eucalyptus deglupta,2007,-84.083333,9.971944
Cirsium mexicanum,2007,-84.083333,9.971944
Crassocephalum crepidioides,2007,-84.083333,9.971944
Sida rhombifolia,2007,-84.266667,9.922222
Sida rhombifolia,2007,-84.266667,9.922222
Maxillaria dendrobioides,2006,-83.783333,9.773611
Stelis gigantea,2006,-83.980556,9.883333
Cavendishia axillaris,2006,-83.783333,9.773611
Renealmia ligulata,2006,-83.783333,9.773611
Renealmia ligulata,2006,-83.783333,9.773611
Pleurothallis phyllocardia,2006,-83.783333,9.773611
Maxillaria dendrobioides,2006,-83.783333,9.773611
Sobralia leucoxantha,2006,-83.783333,9.773611
Sobralia leucoxantha,2006,-83.783333,9.773611
Cavendishia axillaris,2006,-83.783333,9.773611
Elleanthus aurantiacus,2006,-83.783333,9.773611
Cavendishia axillaris,2006,-83.783333,9.773611
Maxillaria dendrobioides,2006,-83.783333,9.773611
Sobralia leucoxantha,2006,-83.783333,9.773611
Elleanthus aurantiacus,2006,-83.783333,9.773611
Elleanthus aurantiacus,2006,-83.783333,9.773611
Calathea spiralis,2006,-83.783333,9.773611
Maxillaria dendrobioides,2006,-83.783333,9.773611
Calathea spiralis,2006,-83.783333,9.773611
Paspalum candidum,2007,-84.069167,10.003056
Specklinia grobyi,2006,-84.30142,9.904089
Paspalum candidum,2007,-84.069167,10.003056
Paspalum candidum,2007,-84.069167,10.003056
Cucurbita ficifolia,2007,-84.0675,9.998056
Rubus urticifolius,2007,-84.0675,9.998056
Aristolochia grandiflora,2007,-84.0675,9.998056
Aristolochia grandiflora,2007,-84.0675,9.998056
Rubus urticifolius,2007,-84.0675,9.998056
Rubus urticifolius,2007,-84.0675,9.998056
Werauhia umbrosa,2005,-83.781111,9.794444
Werauhia umbrosa,2005,-83.781111,9.794444
Sobralia leucoxantha,2005,-83.781111,9.794444
Maxillaria dendrobioides,2005,-83.781111,9.794444
Maxillaria exaltata,2005,-83.781111,9.794444
Stelis pardipes,2005,-83.781111,9.794444
Stelis pardipes,2005,-83.781111,9.794444
Masdevallia chontalensis,2005,-83.791667,9.766667
Sobralia leucoxantha,2005,-83.781111,9.794444
Stelis segoviensis,2005,-83.791667,9.766667
Maxillaria dendrobioides,2005,-83.781111,9.794444
Nidema boothii,2005,-83.791667,9.766667
Sobralia corazoi,2005,-83.781111,9.794444
Maxillaria dendrobioides,2005,-83.781111,9.794444
Masdevallia chontalensis,2005,-83.791667,9.766667
Maxillaria microphyton,2005,-83.791667,9.766667
Sobralia corazoi,2005,-83.781111,9.794444
Leochilus tricuspidatus,2005,-83.791667,9.766667
Leochilus tricuspidatus,2005,-83.791667,9.766667
Stelis segoviensis,2005,-83.791667,9.766667
Maxillaria microphyton,2005,-83.791667,9.766667
Maxillaria microphyton,2005,-83.791667,9.766667
Leochilus tricuspidatus,2005,-83.791667,9.766667
Catopsis sessiliflora,2005,-83.791667,9.766667
Werauhia umbrosa,2005,-84.004167,10.05
Werauhia kathyae,2005,-84.004167,10.05
Epidendrum chlorocorymbos,2005,-84.013889,10.016667
Werauhia tonduziana,2005,-84.004167,10.05
Racinaea schumanniana,2005,-84.013889,10.016667
Werauhia kathyae,2005,-84.004167,10.05
Sphyrospermum cordifolium,2005,-84.013889,10.016667
Werauhia tonduziana,2005,-84.004167,10.05
Prosthechea livida,2005,-84.13,9.860556
Werauhia insignis,2005,-84.004167,10.05
Werauhia insignis,2005,-84.004167,10.05
Werauhia kathyae,2005,-84.004167,10.05
Werauhia insignis,2005,-84.004167,10.05
Werauhia insignis,2005,-84.004167,10.05
Werauhia umbrosa,2005,-84.004167,10.05
Werauhia umbrosa,2005,-84.004167,10.05
Epidendrum muscicola,2005,-84.004167,10.05
Epidendrum muscicola,2005,-84.004167,10.05
Epidendrum muscicola,2005,-84.004167,10.05
Oryctanthus occidentalis,2007,-84.039258,10.022399
Oryctanthus occidentalis,2007,-84.039258,10.022399
Oryctanthus occidentalis,2007,-84.039258,10.022399
Oryctanthus occidentalis,2007,-84.039258,10.022399
Solanum trizygum,2006,-84.158275,9.891384
Salvia alvajaca,2006,-84.158275,9.891384
Xanthosoma wendlandii,2006,-84.266667,9.911111
Solanum trizygum,2006,-84.158275,9.891384
Festuca bromoides,2006,-84.158275,9.891384
Acalypha septemloba,2006,-84.158275,9.891384
Solanum ramonense,2006,-84.158275,9.891384
Solanum ramonense,2006,-84.158275,9.891384
Salvia alvajaca,2006,-84.158275,9.891384
Solanum ramonense,2006,-84.158275,9.891384
Vaccinium consanguineum,2006,-84.158275,9.891384
Salvia alvajaca,2006,-84.158275,9.891384
Styrax warscewiczii,2006,-84.158275,9.891384
Styrax argenteus,2006,-84.158275,9.891384
Festuca bromoides,2006,-84.158275,9.891384
Hedyosmum costaricense,2006,-83.783333,9.773611
Eleocharis montana,2006,-83.783333,9.773611
Hedyosmum costaricense,2006,-83.783333,9.773611
Hoffmannia amplexifolia,2006,-83.783333,9.773611
Hedyosmum costaricense,2006,-83.783333,9.773611
Hoffmannia amplexifolia,2006,-83.783333,9.773611
Cavendishia quereme,2006,-83.783333,9.773611
Carex longii,2006,-83.783333,9.773611
Drymonia lanceolata,2006,-83.783333,9.773611
Kohleria tigridia,2006,-83.783333,9.773611
Cuphea carthagenensis,2006,-83.783333,9.773611
Eleocharis montana,2006,-83.783333,9.773611
Erechtites valerianifolius,2006,-83.783333,9.773611
Eleocharis montana,2006,-83.783333,9.773611
Hypericum thesiifolium,2006,-83.783333,9.773611
Cavendishia quereme,2006,-83.783333,9.773611
Fimbristylis cymosa,2006,-83.783333,9.773611
Cavendishia quereme,2006,-83.783333,9.773611
Hypericum thesiifolium,2006,-83.783333,9.773611
Hypericum thesiifolium,2006,-83.783333,9.773611
Sacciolepis indica,2006,-83.783333,9.773611
Arthraxon hispidus,2006,-83.783333,9.773611
Sacciolepis indica,2006,-83.783333,9.773611
Axonopus fissifolius,2006,-83.783333,9.773611
Spermacoce remota,2006,-83.783333,9.773611
Alzatea verticillata,2006,-83.783333,9.773611
Jaegeria hirta,2006,-83.783333,9.773611
Miconia monteleagreana,2006,-83.783333,9.773611
Arthraxon hispidus,2006,-83.783333,9.773611
Sacciolepis indica,2006,-83.783333,9.773611
Axonopus fissifolius,2006,-83.783333,9.773611
Phoradendron chrysocladon,2006,-83.783333,9.773611
Arthraxon hispidus,2006,-83.783333,9.773611
Phoradendron chrysocladon,2006,-83.783333,9.773611
Jaegeria hirta,2006,-83.783333,9.773611
Alzatea verticillata,2006,-83.783333,9.773611
Phoradendron crassifolium,2006,-83.783333,9.773611
Alzatea verticillata,2006,-83.783333,9.773611
Spermacoce remota,2006,-83.783333,9.773611
Phoradendron chrysocladon,2006,-83.783333,9.773611
Dichanthelium viscidellum,2006,-83.783333,9.773611
Phoradendron crassifolium,2006,-83.783333,9.773611
Dichanthelium viscidellum,2006,-83.783333,9.773611
Dichanthelium viscidellum,2006,-83.783333,9.773611
Miconia domociliata,2006,-83.783333,9.773611
Miconia domociliata,2006,-83.783333,9.773611
Carex longii,2006,-83.783333,9.773611
Miconia platyphylla,2006,-83.783333,9.773611
Polyanthina nemorosa,2006,-83.783333,9.773611
Miconia platyphylla,2006,-83.783333,9.773611
Aeschynomene americana,2006,-83.783333,9.773611
Persicaria punctata,2006,-83.783333,9.773611
Tournefortia johnstonii,2006,-83.783333,9.773611
Persicaria punctata,2006,-83.783333,9.773611
Persicaria punctata,2006,-83.783333,9.773611
Ageratina anisochroma,2006,-83.783333,9.773611
Trixis inula,2006,-84.142787,9.874202
Loeselia glandulosa,2006,-84.142787,9.874202
Iresine calea,2006,-84.142787,9.874202
Dichondra sericea,2006,-84.142787,9.874202
Morronea arundinariae,2006,-84.142787,9.874202
Trixis inula,2006,-84.142787,9.874202
Trixis inula,2006,-84.142787,9.874202
Iresine calea,2006,-84.142787,9.874202
Setaria viridis,2006,-84.142787,9.874202
Loeselia glandulosa,2006,-84.142787,9.874202
Iresine calea,2006,-84.142787,9.874202
Morronea arundinariae,2006,-84.142787,9.874202
Loeselia glandulosa,2006,-84.142787,9.874202
Metastelma sepicola,2006,-84.142787,9.874202
Morronea arundinariae,2006,-84.142787,9.874202
Mirabilis jalapa,2006,-84.153692,9.932521
Sida hirsutissima,2006,-84.153692,9.932521
Mirabilis jalapa,2006,-84.153692,9.932521
Sida repens,2006,-84.153692,9.932521
Sida repens,2006,-84.153692,9.932521
Citrus medica,2006,-84.153692,9.932521
Sida repens,2006,-84.153692,9.932521
Sida hirsutissima,2006,-84.153692,9.932521
Citrus medica,2006,-84.153692,9.932521
Sida repens,2006,-84.153692,9.932521
Mirabilis jalapa,2006,-84.153692,9.932521
Citrus medica,2006,-84.153692,9.932521
Citrus medica,2006,-84.153692,9.932521
Sida hirsutissima,2006,-84.153692,9.932521
Xanthosoma wendlandii,2007,-84.094391,9.973625
Miconia aeruginosa,2007,-84.155,9.9125
Spigelia splendens,2007,-84.155,9.9125
Miconia aeruginosa,2007,-84.155,9.9125
Rhaphiolepis loquata,2007,-84.155,9.9125
Spigelia splendens,2007,-84.155,9.9125
Spigelia splendens,2007,-84.155,9.9125
Miconia aeruginosa,2007,-84.155,9.9125
Rhaphiolepis loquata,2007,-84.155,9.9125
Rhaphiolepis loquata,2007,-84.155,9.9125
Passiflora adenopoda,2007,-84.0675,9.998056
Cyclanthera filiformis,2007,-84.0675,9.998056
Cyclanthera filiformis,2007,-84.0675,9.998056
Persea caerulea,2007,-84.083333,9.971944
Passiflora adenopoda,2007,-84.0675,9.998056
Chloris rufescens,2007,-84.083333,9.971944
Asparagus setaceus,2007,-84.083333,9.971944
Passiflora adenopoda,2007,-84.0675,9.998056
Clibadium surinamense,2007,-84.0675,9.998056
Cyclanthera filiformis,2007,-84.0675,9.998056
Hibiscus acetosella,2007,-84.083333,9.971944
Rhaphiolepis loquata,2007,-84.083333,9.971944
Clibadium surinamense,2007,-84.0675,9.998056
Jaltomata procumbens,2007,-84.083333,9.971944
Cyclanthera filiformis,2007,-84.0675,9.998056
Cyperus tenuis,2007,-84.083333,9.971944
Tanacetum parthenium,2007,-84.083333,9.971944
Impatiens walleriana,2007,-84.083333,9.971944
Amaranthus hybridus,2007,-84.083333,9.971944
Goeppertia zebrina,2007,-84.083333,9.971944
Sisyrinchium micranthum,2007,-84.083333,9.971944
Clibadium surinamense,2007,-84.0675,9.998056
Persea caerulea,2007,-84.083333,9.971944
Sisyrinchium tinctorium,2007,-84.083333,9.971944
Phaius tankervilliae,2007,-84.083333,9.971944
Clibadium surinamense,2007,-84.083333,9.971944
Symphyotrichum subulatum,2007,-84.083333,9.971944
Eucalyptus deglupta,2007,-84.083333,9.971944
Nothoscordum gracile,2007,-84.083333,9.971944
Lasiacis oaxacensis,2006,-84.272222,9.9
Arthraxon hispidus,2006,-84.272222,9.9
Canavalia villosa,2006,-84.272222,9.9
Wissadula contracta,2006,-84.272222,9.9
Lasiacis oaxacensis,2006,-84.272222,9.9
Lasiacis oaxacensis,2006,-84.272222,9.9
Hebecarpa americana,2006,-84.272222,9.9
Siparuna gesnerioides,2006,-84.272222,9.9
Calopogonium caeruleum,2006,-84.272222,9.9
Arthraxon hispidus,2006,-84.272222,9.9
Arthraxon hispidus,2006,-84.272222,9.9
Arthraxon hispidus,2006,-84.272222,9.9
Canavalia villosa,2006,-84.272222,9.9
Zinowiewia integerrima,2006,-83.902923,9.767726
Hebecarpa americana,2006,-84.272222,9.9
Siparuna gesnerioides,2006,-84.272222,9.9
Ipomoea neei,2006,-84.272222,9.9
Justicia angustibracteata,2006,-83.902923,9.767726
Lasiacis oaxacensis,2006,-84.272222,9.9
Ipomoea neei,2006,-84.272222,9.9
Lasiacis oaxacensis,2006,-84.272222,9.9
Calopogonium caeruleum,2006,-84.272222,9.9
Wissadula contracta,2006,-84.272222,9.9
Justicia angustibracteata,2006,-83.902923,9.767726
Miconia dodecandra,2006,-83.902923,9.767726
Siparuna gesnerioides,2006,-84.272222,9.9
